Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2014,North America,Blue,Hybrid,Automatic,2.6,50450,111457,3167,Low
X3,2014,North America,Blue,Hybrid,Automatic,3.6,176421,88661,503,Low
M5,2024,Middle East,Grey,Petrol,Automatic,2.1,92404,117104,3874,Low
X6,2013,Asia,Blue,Hybrid,Automatic,2.4,127114,109523,6287,Low
M5,2021,North America,Blue,Hybrid,Manual,3.2,16857,82689,9550,High
X5,2018,South America,Red,Hybrid,Manual,4.8,60053,30627,2959,Low
M3,2022,South America,Grey,Petrol,Manual,2.0,3574,80191,5333,Low
X1,2024,South America,Red,Petrol,Automatic,4.7,123256,60552,6797,Low
M5,2014,Asia,Grey,Hybrid,Automatic,3.7,45512,106018,7715,High
M5,2016,Middle East,Black,Diesel,Automatic,2.5,133441,94390,7715,High
i8,2017,Europe,Black,Electric,Automatic,3.6,157017,96117,3994,Low
X3,2015,Asia,White,Diesel,Automatic,4.4,117623,87059,4243,Low
7 Series,2023,Asia,White,Diesel,Automatic,2.2,12718,101660,1933,Low
3 Series,2014,Asia,Red,Electric,Automatic,4.7,77728,111963,9110,High
5 Series,2022,Africa,Blue,Hybrid,Manual,4.0,192676,46845,4862,Low
X3,2017,Middle East,White,Hybrid,Automatic,4.5,127511,89990,5355,Low
X1,2016,Africa,Black,Electric,Manual,4.9,40175,70738,2139,Low
i3,2014,South America,Red,Electric,Manual,4.8,14563,87212,844,Low
5 Series,2024,South America,Black,Diesel,Manual,1.9,116325,46475,497,Low
X6,2024,South America,Black,Petrol,Manual,4.2,167044,42020,3550,Low
X5,2022,Asia,Red,Electric,Automatic,4.1,76310,115356,7173,High
M3,2011,Europe,Red,Diesel,Automatic,4.2,127161,62280,8471,High
3 Series,2019,Europe,Grey,Petrol,Automatic,2.1,84230,54014,9599,High
7 Series,2021,Asia,White,Petrol,Automatic,3.4,36106,41907,3094,Low
X6,2017,Europe,Black,Hybrid,Manual,3.9,120136,79992,1129,Low
3 Series,2020,Asia,Black,Petrol,Automatic,3.7,80525,56907,4646,Low
7 Series,2010,Africa,Black,Diesel,Automatic,4.3,32654,64755,3635,Low
3 Series,2024,Europe,Silver,Electric,Automatic,4.6,27393,42611,269,Low
i3,2014,North America,Red,Diesel,Automatic,3.0,65419,85612,3575,Low
5 Series,2017,Asia,Red,Electric,Automatic,4.1,38976,112696,4713,Low
X1,2018,North America,Red,Hybrid,Automatic,2.4,129086,33540,9245,High
3 Series,2013,Asia,Grey,Hybrid,Automatic,3.2,75168,102450,9609,High
5 Series,2014,North America,Red,Petrol,Manual,4.5,97725,104389,9922,High
3 Series,2019,Asia,Grey,Petrol,Automatic,2.5,33223,60041,1788,Low
X6,2018,North America,White,Hybrid,Automatic,2.9,112252,77917,4448,Low
X5,2022,Africa,Red,Petrol,Automatic,3.6,65712,103464,4089,Low
X5,2018,North America,White,Petrol,Automatic,2.3,22722,115513,1504,Low
X1,2012,Middle East,Grey,Diesel,Manual,3.6,185427,53009,5378,Low
3 Series,2024,South America,Black,Electric,Manual,2.7,129502,79400,6565,Low
M5,2010,Asia,Blue,Electric,Manual,4.0,164797,32353,3422,Low
3 Series,2021,Middle East,White,Electric,Manual,1.7,53247,43715,3889,Low
i8,2011,Africa,Black,Petrol,Automatic,3.1,24601,100186,2781,Low
3 Series,2024,Europe,Silver,Petrol,Automatic,2.0,140925,44387,6992,Low
M3,2014,North America,Black,Hybrid,Automatic,4.9,179916,80685,8004,High
X1,2010,North America,Silver,Electric,Automatic,3.0,138675,112449,3989,Low
X5,2021,Europe,Red,Petrol,Automatic,2.4,45927,102769,3848,Low
5 Series,2021,Africa,Silver,Petrol,Automatic,2.8,141491,95892,5232,Low
X6,2017,Europe,Silver,Electric,Automatic,4.8,147424,40862,1632,Low
X6,2022,Middle East,Silver,Petrol,Automatic,3.1,6157,65632,8181,High
X1,2013,North America,Red,Petrol,Manual,4.6,98207,37404,5643,Low
X6,2023,North America,White,Petrol,Automatic,3.8,6678,79868,5079,Low
M3,2024,North America,Grey,Hybrid,Automatic,3.3,18647,103620,707,Low
i8,2014,Asia,Silver,Diesel,Manual,5.0,158870,115574,8287,High
X3,2016,Africa,Silver,Electric,Manual,1.7,109601,32145,9221,High
i3,2024,North America,Blue,Petrol,Manual,1.6,12838,85924,2149,Low
i8,2010,Asia,Blue,Hybrid,Manual,4.4,162145,61522,7754,High
X1,2022,South America,White,Diesel,Automatic,4.2,59603,58996,4391,Low
X6,2024,Europe,White,Diesel,Manual,1.8,143166,30433,7614,High
3 Series,2012,Asia,Blue,Hybrid,Manual,3.8,157530,49589,7785,High
X1,2019,Europe,Silver,Petrol,Automatic,3.8,143846,95003,3868,Low
X6,2020,Asia,Silver,Hybrid,Manual,3.6,144064,92865,1542,Low
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061,4643,Low
X3,2024,Africa,Black,Electric,Manual,3.7,26766,34152,6635,Low
X6,2021,Europe,Red,Petrol,Manual,3.5,115204,55516,6115,Low
i8,2011,Africa,Black,Petrol,Manual,1.8,87249,80316,9134,High
7 Series,2022,Africa,Silver,Diesel,Automatic,3.7,46598,97468,6078,Low
X3,2010,Middle East,Black,Hybrid,Manual,4.6,97465,82925,2689,Low
M5,2024,Europe,Blue,Electric,Automatic,2.9,118064,59967,9825,High
7 Series,2012,Europe,White,Electric,Manual,3.1,20288,109413,8009,High
3 Series,2013,North America,Black,Diesel,Manual,1.7,151063,67875,6721,Low
5 Series,2016,Asia,Grey,Petrol,Manual,4.5,70396,40284,6935,Low
5 Series,2012,Africa,Blue,Petrol,Automatic,3.7,10513,67101,4478,Low
i8,2014,Asia,Blue,Electric,Automatic,1.8,81435,93550,5225,Low
5 Series,2012,Europe,Red,Hybrid,Automatic,4.3,191181,50141,8389,High
M3,2016,Europe,Grey,Petrol,Manual,2.6,44117,64546,427,Low
X1,2019,North America,Blue,Electric,Manual,3.4,88252,67502,5546,Low
X6,2018,Asia,Blue,Electric,Manual,1.9,93924,74857,2198,Low
X3,2022,Asia,Black,Hybrid,Manual,4.7,36551,113078,7576,High
X3,2012,Africa,Black,Hybrid,Manual,2.5,66050,89896,8714,High
3 Series,2016,Africa,Grey,Electric,Automatic,2.8,107604,46845,7563,High
5 Series,2021,Middle East,White,Electric,Manual,2.7,117411,72580,6113,Low
M5,2012,South America,Silver,Hybrid,Automatic,4.6,46198,85750,1113,Low
X1,2023,Asia,Silver,Hybrid,Automatic,2.9,143477,44095,7890,High
X3,2019,Asia,White,Diesel,Automatic,3.4,199414,88135,4223,Low
i8,2018,Middle East,Red,Diesel,Automatic,2.2,30056,57150,4833,Low
X6,2011,Europe,Black,Petrol,Automatic,4.4,127822,108929,9364,High
X6,2013,Middle East,Silver,Hybrid,Manual,3.5,90363,115024,5955,Low
X6,2011,South America,Black,Electric,Automatic,3.4,115414,99335,5470,Low
X6,2013,Asia,Silver,Petrol,Manual,4.5,112525,58332,4936,Low
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low
X5,2023,North America,Blue,Petrol,Automatic,5.0,86630,94057,3610,Low
5 Series,2023,Asia,Black,Diesel,Automatic,4.0,44304,102083,5437,Low
M5,2020,North America,Silver,Electric,Manual,2.6,30064,106362,5113,Low
7 Series,2017,Africa,Red,Electric,Manual,2.4,81868,69739,2475,Low
i3,2022,Asia,Red,Petrol,Automatic,1.5,112316,76485,8039,High
X6,2018,Asia,Red,Electric,Manual,1.6,177691,41608,8538,High
X3,2024,Europe,Red,Hybrid,Automatic,2.2,176602,99300,4045,Low
i3,2019,Europe,Black,Petrol,Manual,2.8,179207,100687,9429,High
X1,2010,Africa,Grey,Hybrid,Automatic,2.9,34772,95540,3457,Low
X3,2017,North America,Blue,Petrol,Automatic,1.8,130332,36838,496,Low
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low
X1,2020,Asia,Red,Diesel,Automatic,4.3,27624,46179,2809,Low
X3,2010,Europe,Red,Petrol,Manual,2.0,4350,64099,1944,Low
X6,2018,South America,Blue,Hybrid,Manual,4.6,23991,39578,4768,Low
5 Series,2019,Europe,Grey,Hybrid,Manual,3.5,3023,76881,2699,Low
i8,2016,Europe,Red,Petrol,Automatic,1.7,82980,91989,141,Low
X5,2014,North America,Silver,Hybrid,Automatic,2.8,137516,107445,7105,High
5 Series,2015,Middle East,Red,Petrol,Manual,1.7,64706,41316,3576,Low
M3,2022,North America,Black,Diesel,Automatic,2.0,176096,82621,336,Low
i3,2012,Africa,Red,Hybrid,Manual,3.7,194159,102622,8330,High
X3,2020,South America,Red,Petrol,Manual,3.0,85141,88091,6677,Low
i3,2020,Middle East,Grey,Electric,Manual,2.6,46232,116592,6476,Low
M5,2018,Europe,Red,Petrol,Manual,2.6,82088,107970,2429,Low
7 Series,2021,Europe,Silver,Diesel,Manual,2.7,5899,79316,8309,High
M5,2021,North America,Black,Petrol,Manual,4.7,101331,77286,8779,High
X1,2023,Europe,Black,Electric,Automatic,3.7,185929,75167,3299,Low
X5,2018,South America,Black,Electric,Manual,4.2,120673,106043,7490,High
M5,2010,Europe,Silver,Electric,Manual,2.4,144129,103932,5570,Low
i8,2022,Asia,Blue,Petrol,Manual,3.3,93748,44610,4137,Low
X6,2011,Europe,Blue,Hybrid,Manual,2.2,138872,117002,8855,High
M5,2021,Africa,Red,Hybrid,Manual,2.0,115938,115267,7099,High
X3,2021,Asia,White,Electric,Manual,3.8,126957,105855,3381,Low
i8,2023,South America,Grey,Petrol,Automatic,3.2,183082,45064,6896,Low
M5,2015,North America,White,Electric,Automatic,3.7,30893,33795,3923,Low
3 Series,2024,Asia,White,Electric,Automatic,3.6,154712,37983,5199,Low
X6,2015,Africa,Silver,Diesel,Manual,4.0,152917,107039,7057,High
3 Series,2019,Middle East,White,Hybrid,Manual,4.0,12264,119994,3259,Low
X1,2013,Asia,Silver,Petrol,Manual,3.3,176256,102950,1974,Low
M3,2019,Europe,Silver,Hybrid,Manual,4.1,13957,60680,1852,Low
M5,2011,Europe,Grey,Electric,Manual,1.8,164215,37534,8850,High
7 Series,2011,Europe,Black,Diesel,Automatic,2.6,14832,66250,5237,Low
M3,2014,North America,Black,Hybrid,Manual,2.4,7222,98155,1911,Low
5 Series,2013,Europe,White,Diesel,Manual,3.6,41104,119635,7584,High
X5,2011,South America,White,Diesel,Manual,2.3,32911,37039,2346,Low
3 Series,2019,Africa,Silver,Diesel,Manual,3.9,131022,90494,5924,Low
i3,2019,Europe,Black,Electric,Manual,3.1,191308,107955,990,Low
i8,2022,South America,Blue,Hybrid,Automatic,3.2,169422,50094,8887,High
7 Series,2012,Africa,Silver,Petrol,Automatic,5.0,54040,69666,2455,Low
X1,2023,Africa,White,Electric,Manual,3.8,88395,44363,4634,Low
X5,2020,Europe,Black,Electric,Manual,3.8,14432,115572,1319,Low
M5,2021,Europe,Grey,Hybrid,Automatic,3.0,83515,100612,2660,Low
X5,2022,Europe,Blue,Petrol,Manual,3.5,136153,64226,3570,Low
X6,2017,Asia,Grey,Diesel,Manual,3.8,34664,103565,7002,High
7 Series,2014,Asia,Silver,Electric,Manual,4.5,88229,116128,6195,Low
5 Series,2024,Asia,Black,Diesel,Manual,4.7,89992,58039,5690,Low
5 Series,2014,Asia,Black,Petrol,Automatic,3.4,89615,109332,2449,Low
5 Series,2014,North America,White,Petrol,Manual,3.9,15511,53788,7864,High
M5,2021,Europe,White,Petrol,Manual,4.2,172843,90124,6274,Low
i8,2024,Middle East,Grey,Diesel,Automatic,1.6,120487,55193,7695,High
5 Series,2023,Africa,Red,Electric,Automatic,4.6,148542,56132,1484,Low
7 Series,2024,Middle East,Grey,Diesel,Manual,1.8,75662,37888,1528,Low
3 Series,2017,Africa,White,Diesel,Automatic,3.2,15488,78082,5781,Low
i8,2018,Asia,Grey,Diesel,Automatic,3.6,43624,97275,1132,Low
M3,2015,South America,Grey,Petrol,Automatic,3.8,149700,48739,9917,High
X1,2020,South America,Silver,Diesel,Manual,1.5,89212,105507,2022,Low
X1,2011,Asia,White,Hybrid,Manual,2.9,132017,50990,1202,Low
3 Series,2020,Middle East,Grey,Diesel,Manual,2.7,42157,42078,2019,Low
X6,2021,Europe,Silver,Electric,Manual,4.1,121086,90230,7556,High
i8,2023,Europe,Red,Hybrid,Automatic,2.2,19383,91119,5246,Low
3 Series,2015,Asia,Black,Diesel,Automatic,2.6,43148,98261,1910,Low
X1,2024,Africa,Blue,Diesel,Manual,3.0,181668,58191,3444,Low
X6,2022,Middle East,White,Electric,Automatic,3.5,24170,94821,1677,Low
X6,2021,Europe,White,Petrol,Manual,4.4,44568,81052,8564,High
7 Series,2015,Africa,Blue,Electric,Automatic,4.8,39854,119706,9778,High
i3,2014,South America,Blue,Hybrid,Automatic,2.2,71846,79703,7663,High
i8,2015,South America,Black,Electric,Manual,4.4,25508,108354,5577,Low
i3,2021,Europe,Blue,Electric,Automatic,2.0,181156,56064,8454,High
3 Series,2018,Asia,Black,Diesel,Automatic,3.1,134367,118160,7506,High
3 Series,2023,Asia,Silver,Electric,Automatic,2.5,58351,84664,8771,High
X3,2015,South America,Silver,Hybrid,Manual,4.8,20411,108550,2755,Low
7 Series,2023,South America,Silver,Electric,Manual,2.5,168530,78338,8009,High
3 Series,2021,Asia,Red,Electric,Manual,3.8,47605,49726,7353,High
3 Series,2018,North America,White,Electric,Manual,3.8,189791,33944,3887,Low
3 Series,2015,North America,Red,Electric,Manual,1.7,104313,37807,5664,Low
7 Series,2014,Africa,Black,Petrol,Automatic,4.8,148551,80109,891,Low
3 Series,2023,Middle East,Silver,Hybrid,Manual,3.6,34847,106235,2207,Low
X6,2014,Africa,White,Electric,Manual,2.4,99538,51896,6109,Low
X5,2017,Middle East,White,Electric,Automatic,2.5,170159,52336,8082,High
X5,2017,South America,Red,Electric,Automatic,3.6,157062,48577,544,Low
X1,2012,South America,Grey,Diesel,Manual,1.9,173925,76463,7199,High
X1,2010,South America,White,Electric,Automatic,2.0,59410,43338,771,Low
i3,2019,North America,Grey,Electric,Manual,2.8,122429,72820,3245,Low
X5,2022,Africa,Silver,Electric,Automatic,2.9,117580,53482,5406,Low
X6,2023,Africa,Silver,Diesel,Automatic,4.5,190560,99382,9815,High
i8,2023,Asia,Blue,Petrol,Automatic,2.1,134932,40811,3544,Low
X3,2012,Asia,Black,Diesel,Automatic,3.9,132490,38326,5235,Low
i3,2020,Asia,Black,Hybrid,Manual,2.5,109336,119010,8721,High
i3,2014,Middle East,Black,Hybrid,Manual,2.9,37458,96099,247,Low
i3,2018,South America,Grey,Hybrid,Automatic,2.9,137755,71344,3964,Low
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low
3 Series,2015,North America,White,Petrol,Manual,3.8,38797,32586,3213,Low
i8,2019,South America,Red,Diesel,Automatic,1.9,189900,35283,8197,High
X6,2018,Middle East,Grey,Petrol,Manual,3.3,17689,84873,4332,Low
7 Series,2019,North America,Grey,Hybrid,Automatic,4.7,71265,97420,8833,High
X1,2013,North America,Silver,Hybrid,Automatic,5.0,115933,92125,9331,High
X1,2013,Middle East,Black,Petrol,Manual,2.5,63028,31290,6579,Low
i3,2011,Africa,Red,Petrol,Automatic,4.7,47860,94766,1687,Low
X1,2010,Asia,Silver,Petrol,Manual,2.8,79775,62610,8725,High
M5,2017,Africa,Red,Electric,Automatic,2.0,95843,94833,5697,Low
M5,2018,Europe,Black,Electric,Automatic,4.0,96236,80778,7867,High
5 Series,2017,Middle East,White,Electric,Automatic,1.5,181726,84737,4541,Low
5 Series,2014,South America,Black,Petrol,Manual,3.2,22680,36065,9686,High
X5,2024,Asia,Blue,Hybrid,Manual,3.6,172819,87894,312,Low
M5,2019,Asia,Blue,Diesel,Manual,4.9,166565,112962,880,Low
X6,2016,Asia,White,Diesel,Automatic,4.5,41683,114438,5532,Low
X3,2022,Asia,Blue,Diesel,Manual,1.9,131050,75852,5035,Low
X1,2014,Europe,Blue,Diesel,Automatic,3.3,85531,46940,2234,Low
7 Series,2021,Africa,Silver,Hybrid,Automatic,4.8,80919,41347,4863,Low
X5,2021,Middle East,Silver,Electric,Manual,2.4,167234,57933,4978,Low
i3,2013,Europe,Blue,Hybrid,Manual,4.3,79689,32687,5462,Low
X5,2015,Europe,Grey,Petrol,Manual,2.1,89920,99554,6501,Low
5 Series,2014,North America,Silver,Diesel,Manual,3.4,28022,67010,610,Low
X3,2016,Asia,Silver,Diesel,Automatic,3.5,107675,110986,8254,High
X5,2021,Middle East,Red,Diesel,Automatic,3.5,79702,66266,8762,High
X1,2020,North America,Grey,Electric,Automatic,3.2,129688,50144,9657,High
i8,2015,North America,Red,Hybrid,Automatic,2.7,84533,55574,2623,Low
i3,2020,North America,Red,Petrol,Manual,4.4,56422,109632,6177,Low
5 Series,2010,Middle East,Red,Petrol,Automatic,4.5,174939,46126,8280,High
X6,2024,North America,Silver,Petrol,Automatic,1.9,26116,113273,1346,Low
M5,2018,Asia,Silver,Petrol,Manual,3.7,41254,108824,8982,High
i8,2017,Europe,Silver,Hybrid,Manual,3.0,159325,90536,7563,High
X3,2024,Middle East,Black,Electric,Manual,3.7,199598,74206,5423,Low
X1,2012,Middle East,White,Hybrid,Automatic,3.9,78987,119444,356,Low
3 Series,2013,South America,Blue,Electric,Automatic,4.8,152578,32650,1619,Low
i8,2014,South America,Blue,Electric,Automatic,3.0,129122,93615,8723,High
X3,2011,Africa,Black,Petrol,Automatic,2.6,31185,62214,8447,High
X1,2022,South America,White,Diesel,Automatic,3.1,116222,64493,3240,Low
7 Series,2013,South America,Blue,Electric,Manual,4.7,164282,44443,2335,Low
7 Series,2019,Asia,Red,Diesel,Manual,4.2,163392,30201,1405,Low
5 Series,2014,South America,White,Petrol,Manual,2.5,199547,97826,9209,High
i3,2021,North America,Black,Petrol,Manual,3.0,1372,74918,7753,High
M3,2021,Europe,Red,Hybrid,Manual,2.0,65399,102834,8970,High
7 Series,2021,Europe,Blue,Petrol,Automatic,3.2,165481,38491,6795,Low
X1,2018,Africa,Red,Hybrid,Automatic,4.0,166602,68532,5133,Low
7 Series,2021,Asia,Grey,Diesel,Automatic,2.2,132738,46426,1029,Low
i3,2014,South America,Red,Diesel,Manual,3.5,76535,52753,7727,High
M3,2011,North America,Blue,Electric,Automatic,2.1,164047,113579,9859,High
i8,2015,Africa,Red,Electric,Automatic,2.2,120873,105983,7617,High
7 Series,2016,Europe,White,Petrol,Manual,4.8,101735,112452,5502,Low
X3,2015,North America,Red,Diesel,Automatic,3.2,41493,32809,8845,High
3 Series,2020,South America,Blue,Electric,Automatic,3.4,176095,64925,1484,Low
i8,2016,Europe,Blue,Electric,Manual,4.9,96944,35967,3523,Low
i3,2015,North America,Red,Diesel,Manual,2.7,73468,108861,9800,High
5 Series,2015,Asia,Blue,Petrol,Manual,3.8,138879,47441,3270,Low
5 Series,2013,Africa,Grey,Diesel,Manual,2.4,115177,93716,2659,Low
i3,2022,Africa,Blue,Hybrid,Automatic,3.5,84030,113412,2540,Low
M3,2024,Middle East,Black,Hybrid,Automatic,4.2,48717,113957,8367,High
5 Series,2011,South America,Blue,Petrol,Manual,2.4,118881,77598,5321,Low
X3,2012,Europe,Silver,Hybrid,Manual,4.6,76594,96731,7140,High
M5,2018,Asia,Silver,Diesel,Automatic,3.4,44307,90053,9752,High
5 Series,2022,Africa,Black,Petrol,Manual,2.6,75921,58290,5186,Low
M3,2013,Asia,Black,Hybrid,Manual,3.7,136978,60982,3561,Low
5 Series,2021,South America,White,Petrol,Automatic,1.7,182725,82673,3711,Low
i8,2010,South America,Black,Electric,Automatic,3.7,6162,112689,977,Low
X1,2014,Middle East,Grey,Electric,Manual,1.7,2224,68861,9815,High
5 Series,2010,Africa,White,Diesel,Manual,4.7,15529,87728,7374,High
X5,2024,North America,Black,Diesel,Automatic,1.5,39302,54769,7895,High
X6,2011,Asia,Black,Petrol,Manual,3.7,72394,88448,7591,High
i8,2021,Europe,Grey,Diesel,Manual,4.2,8237,62518,7304,High
i8,2020,South America,Blue,Electric,Automatic,5.0,196771,51067,1051,Low
X3,2010,North America,White,Electric,Manual,2.3,179689,103653,5805,Low
3 Series,2021,Asia,Silver,Electric,Manual,3.3,77570,75260,9992,High
X5,2012,South America,Silver,Electric,Automatic,1.6,106995,31507,5977,Low
X1,2024,Middle East,Red,Hybrid,Automatic,2.4,55509,79828,9471,High
7 Series,2024,Africa,Black,Electric,Manual,2.2,92310,32655,5633,Low
5 Series,2024,Africa,Blue,Hybrid,Manual,3.5,72284,108611,9164,High
X1,2019,Middle East,White,Diesel,Automatic,3.9,145915,93982,4263,Low
7 Series,2014,Middle East,Black,Petrol,Manual,3.0,131953,75082,1207,Low
i3,2022,Middle East,White,Petrol,Automatic,4.0,32345,91878,3092,Low
5 Series,2019,Europe,Blue,Electric,Manual,3.2,117642,50443,6295,Low
3 Series,2021,North America,White,Diesel,Automatic,3.6,79050,117094,7336,High
5 Series,2017,North America,White,Electric,Manual,3.9,53420,50136,3181,Low
X3,2016,North America,Blue,Petrol,Manual,4.3,192201,105953,6089,Low
7 Series,2023,Europe,Grey,Petrol,Manual,4.1,148257,83672,1021,Low
5 Series,2019,North America,Black,Petrol,Manual,4.6,69060,32200,1634,Low
X5,2017,South America,Blue,Electric,Manual,3.0,186731,73179,9018,High
i3,2015,Africa,White,Electric,Automatic,3.4,173899,61804,6633,Low
i8,2018,North America,Grey,Diesel,Manual,5.0,65415,81686,4089,Low
i3,2020,Europe,Black,Petrol,Automatic,3.4,193742,103393,4298,Low
X5,2010,North America,Red,Petrol,Manual,2.3,164545,65625,3651,Low
M3,2011,South America,White,Hybrid,Automatic,3.8,151243,70220,174,Low
3 Series,2016,Middle East,Grey,Petrol,Automatic,4.9,80648,103507,9815,High
X5,2019,Asia,Red,Hybrid,Automatic,4.0,125807,48220,3024,Low
i8,2010,South America,Grey,Diesel,Automatic,4.5,39920,98516,6670,Low
i3,2021,Middle East,Grey,Diesel,Automatic,3.2,94859,63812,237,Low
3 Series,2015,Asia,Blue,Hybrid,Automatic,3.7,76278,94510,7760,High
i8,2011,Middle East,Black,Petrol,Manual,2.9,16771,88389,9154,High
X5,2022,North America,Grey,Petrol,Manual,3.5,72028,116090,1705,Low
X5,2012,Middle East,Black,Hybrid,Automatic,5.0,130662,87643,1826,Low
X1,2012,Middle East,White,Petrol,Automatic,3.7,64666,77075,348,Low
7 Series,2016,North America,Black,Electric,Manual,1.8,148570,109666,1760,Low
X1,2010,Europe,Grey,Hybrid,Manual,4.4,192770,40255,7218,High
M5,2020,Europe,White,Electric,Automatic,4.5,16915,99106,8944,High
5 Series,2016,Europe,Black,Hybrid,Manual,5.0,85775,110615,7089,High
M5,2020,North America,Silver,Diesel,Automatic,3.4,118627,73501,5041,Low
7 Series,2021,Asia,Red,Electric,Manual,2.6,82246,30356,4865,Low
i3,2011,Middle East,Red,Electric,Automatic,4.2,29034,59542,487,Low
i8,2019,Middle East,Red,Petrol,Automatic,1.7,165758,66414,1180,Low
M5,2024,North America,Red,Petrol,Automatic,4.2,194699,87829,4712,Low
X5,2016,Middle East,Red,Diesel,Manual,3.2,10092,83113,7282,High
i3,2014,Asia,Red,Diesel,Manual,3.0,171540,98862,4607,Low
X1,2017,Africa,Red,Petrol,Manual,2.7,112206,69598,6784,Low
X3,2010,North America,Grey,Petrol,Automatic,4.6,127283,64363,422,Low
i8,2023,South America,Grey,Petrol,Automatic,2.0,140550,109754,3023,Low
5 Series,2015,Africa,Silver,Electric,Manual,3.3,109350,47108,9571,High
X1,2017,Asia,Silver,Hybrid,Manual,4.3,172034,47888,202,Low
X3,2015,Asia,Black,Diesel,Manual,4.5,169675,43629,3533,Low
7 Series,2015,South America,Black,Diesel,Manual,3.4,136535,56042,9029,High
i3,2020,Middle East,Black,Petrol,Automatic,1.6,199987,99357,1721,Low
5 Series,2014,Africa,Grey,Hybrid,Manual,1.7,151632,93899,3504,Low
X6,2020,North America,Blue,Diesel,Manual,2.5,46419,70753,7184,High
7 Series,2019,South America,Blue,Petrol,Automatic,2.2,51010,36816,5344,Low
X5,2020,North America,Blue,Electric,Manual,3.9,156224,66424,4920,Low
5 Series,2016,South America,White,Hybrid,Automatic,3.6,14222,116227,2784,Low
