Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
i8,2018,Europe,Blue,Electric,Manual,2.5,188692,4529,Low,75867.96489,80740
5 Series,2010,Middle East,Red,Diesel,Automatic,3.5,54935,9931,High,74595.63876,112205
X5,2018,South America,White,Electric,Automatic,2.1,47045,1984,Low,75533.57956,77676
M3,2023,Middle East,Black,Diesel,Automatic,4,152587,6739,Low,75173.9517,67041
X3,2016,Africa,Black,Petrol,Automatic,2.6,144660,2028,Low,74935.02026,80845
M5,2013,North America,Red,Diesel,Manual,3.8,95539,5485,Low,74184.72191,51455
X3,2024,Africa,Blue,Hybrid,Manual,2.5,15343,578,Low,75437.76242,33035
M5,2015,Europe,Blue,Petrol,Manual,2.1,159004,3735,Low,74570.59809,53322
X5,2014,Europe,White,Diesel,Automatic,4.9,182855,7485,High,74761.31112,108305
5 Series,2018,South America,Red,Petrol,Automatic,4.6,66679,9891,High,75238.44093,63425
M3,2022,North America,White,Petrol,Automatic,3.1,131405,8142,High,75891.39054,48004
3 Series,2022,North America,Black,Hybrid,Automatic,3.4,164167,2823,Low,75419.62374,119922
X1,2016,North America,Red,Petrol,Automatic,4.1,11353,4519,Low,75631.6623,96552
5 Series,2018,Middle East,Grey,Hybrid,Automatic,2,134875,2202,Low,74190.27517,31153
X1,2019,Europe,Grey,Hybrid,Automatic,3.2,51703,9091,High,74634.05086,108234
5 Series,2021,Europe,Black,Hybrid,Manual,2,157110,4874,Low,75215.63923,87125
7 Series,2012,South America,Blue,Diesel,Automatic,4.6,34491,6268,Low,76172.33365,75574
X5,2011,Middle East,Silver,Hybrid,Automatic,2.5,145240,1011,Low,73730.85434,109021
7 Series,2020,Middle East,White,Diesel,Manual,4,198117,2457,Low,75587.26682,35304
M5,2016,Africa,Black,Diesel,Manual,2.3,91893,6822,Low,74270.67206,70083
X3,2024,North America,White,Electric,Manual,2.2,43685,7591,High,75909.56688,117489
M3,2013,Asia,Black,Petrol,Manual,3,154752,8055,High,75110.36816,79536
5 Series,2010,North America,White,Hybrid,Manual,4.6,166644,3944,Low,75040.92979,32981
X3,2011,North America,White,Diesel,Manual,2.6,41542,9800,High,75157.51343,105194
X5,2023,South America,Blue,Hybrid,Automatic,4.3,141298,9357,High,74848.63211,80474
7 Series,2012,Africa,Blue,Hybrid,Automatic,4.1,168528,6231,Low,75526.38044,60830
M3,2014,Europe,Black,Electric,Automatic,2.7,108544,1837,Low,75487.64632,92230
5 Series,2021,Asia,White,Diesel,Automatic,2.4,93889,997,Low,76895.67064,110625
X5,2016,North America,Black,Petrol,Automatic,3.8,58952,5916,Low,74779.45881,90257
3 Series,2020,Middle East,Grey,Diesel,Automatic,4,160916,834,Low,74484.69821,43600
i8,2012,Africa,Silver,Diesel,Automatic,1.6,73292,9692,High,75279.2886,57427
X1,2016,South America,Blue,Hybrid,Manual,3.7,25997,3267,Low,75494.87181,52716
X6,2011,North America,Black,Diesel,Automatic,2.3,120710,8428,High,74307.49133,79148
3 Series,2015,North America,Blue,Electric,Automatic,4.4,48786,8568,High,75974.14358,104518
M5,2023,South America,Blue,Diesel,Automatic,3.5,166824,3682,Low,75273.77497,108641
7 Series,2014,Asia,Blue,Hybrid,Automatic,1.5,176920,1189,Low,76354.92854,30231
5 Series,2024,Middle East,Black,Diesel,Automatic,1.6,6505,2586,Low,75728.34575,104903
i3,2021,Africa,White,Diesel,Automatic,3.2,71612,9571,High,75611.57157,86103
5 Series,2016,Africa,Silver,Petrol,Manual,2.1,64953,554,Low,75405.93502,39375
X1,2016,Africa,Red,Diesel,Manual,2.2,168528,4726,Low,75278.96259,87721
M5,2019,Middle East,Red,Petrol,Automatic,2.1,93369,6571,Low,74000.11343,110101
3 Series,2010,South America,Blue,Electric,Automatic,3.6,47464,6431,Low,75835.65079,108728
5 Series,2015,South America,Blue,Electric,Automatic,2.2,150612,8143,High,75956.91696,97253
5 Series,2022,Africa,Black,Electric,Automatic,3.8,25491,7042,High,75796.08275,57583
X1,2020,Europe,Red,Hybrid,Manual,4.1,56457,2333,Low,75128.59001,36599
7 Series,2014,Africa,White,Hybrid,Automatic,4.2,48828,7551,High,75471.79065,40797
i8,2018,Asia,Grey,Petrol,Manual,2,77855,2269,Low,75134.15777,36688
X1,2010,North America,Grey,Petrol,Manual,4.3,187862,7935,High,74100.41318,108706
3 Series,2020,Europe,Grey,Electric,Automatic,1.8,180922,1005,Low,75230.46843,78100
M3,2022,Asia,Red,Hybrid,Manual,1.7,70447,7446,High,75390.90878,50269
X3,2022,North America,Grey,Diesel,Automatic,2.6,189043,9674,High,74762.86535,88959
3 Series,2016,Africa,Black,Diesel,Automatic,2.8,8095,7484,High,75369.61388,52746
X1,2012,Asia,White,Electric,Manual,4.6,40477,5604,Low,76240.31515,68507
3 Series,2022,North America,Grey,Petrol,Automatic,3.4,194551,8274,High,74847.53339,116361
X6,2010,Europe,Silver,Electric,Manual,4.3,174119,3993,Low,74177.32789,70768
X5,2019,Europe,Grey,Petrol,Manual,2,110889,307,Low,73999.38061,87899
i8,2023,Europe,Grey,Electric,Manual,1.6,137378,1307,Low,75125.13415,100638
X5,2023,North America,Silver,Electric,Automatic,2.2,175122,6914,Low,75528.22584,68148
i8,2015,Asia,Red,Electric,Manual,4.5,196873,8757,High,75308.20871,77686
X5,2019,Middle East,Silver,Petrol,Automatic,4.4,177422,3859,Low,74263.25673,81324
i3,2021,Africa,White,Diesel,Manual,3.5,104190,4852,Low,75512.84565,89905
X3,2017,Middle East,Black,Petrol,Automatic,4.6,66773,7311,High,74292.21569,80229
X5,2012,South America,Blue,Hybrid,Manual,1.7,179120,150,Low,74366.25231,50344
7 Series,2023,South America,White,Electric,Automatic,2.1,25282,446,Low,76893.54552,115700
5 Series,2018,Europe,Black,Diesel,Manual,1.6,181733,350,Low,75525.04458,39921
i8,2015,Africa,Red,Petrol,Automatic,1.9,110805,9161,High,74961.17223,39471
X5,2010,South America,Silver,Electric,Automatic,4.7,143349,4537,Low,74613.14205,36298
X6,2024,Africa,Grey,Petrol,Manual,2,38323,3690,Low,74016.4768,55353
X1,2013,Africa,White,Electric,Manual,4.6,89303,167,Low,75644.27457,39660
i3,2015,South America,Blue,Hybrid,Automatic,3.5,71786,9575,High,74955.76055,71529
X6,2012,Asia,Grey,Hybrid,Manual,1.8,115087,8146,High,73436.69425,41940
M5,2011,Europe,Grey,Hybrid,Automatic,2.1,166790,2897,Low,73238.54492,58420
X3,2016,Europe,Grey,Hybrid,Automatic,3.3,165845,873,Low,74085.52438,39299
X1,2013,North America,Silver,Electric,Manual,1.9,158442,4868,Low,75682.00138,114104
X5,2013,Europe,Black,Petrol,Manual,3.8,81565,9143,High,74021.62126,89548
5 Series,2023,Middle East,Silver,Petrol,Manual,3.7,174378,8875,High,74876.44164,119617
X6,2022,North America,White,Diesel,Automatic,1.8,84686,8823,High,75353.0297,41028
i3,2024,Africa,Black,Hybrid,Manual,2,164993,9090,High,74574.69359,74515
3 Series,2019,Middle East,Blue,Petrol,Automatic,1.9,160872,1822,Low,75477.12642,40903
M3,2015,Africa,Red,Hybrid,Manual,2.8,31691,1784,Low,74647.2554,58409
5 Series,2019,North America,Black,Diesel,Manual,3.9,153415,5653,Low,75583.22502,54808
X1,2016,Asia,Blue,Diesel,Manual,4.3,163769,9700,High,76084.63106,70065
i8,2024,South America,Black,Diesel,Manual,3,112007,4198,Low,75597.6159,43971
X6,2014,Middle East,White,Hybrid,Automatic,3.7,24394,8650,High,73783.10546,64103
7 Series,2020,Africa,White,Hybrid,Manual,3.4,20165,896,Low,75804.35598,35665
M5,2019,Middle East,Blue,Electric,Automatic,3.9,77905,7000,High,74514.66194,102310
X5,2022,Asia,Red,Electric,Manual,1.7,82376,2950,Low,75501.70077,102765
7 Series,2015,North America,Silver,Hybrid,Automatic,2.2,118701,2481,Low,75727.85666,81254
i3,2023,Middle East,Silver,Diesel,Automatic,1.9,97299,3449,Low,75263.16763,50644
i8,2018,Asia,Black,Electric,Automatic,1.9,47201,3768,Low,76309.22224,107836
X5,2014,Middle East,Blue,Hybrid,Automatic,5,97885,5017,Low,74115.61884,30716
X3,2014,Asia,White,Petrol,Manual,2.6,43137,860,Low,75706.15985,105090
3 Series,2013,Europe,Silver,Hybrid,Manual,1.5,174488,6725,Low,74873.9558,47488
M5,2023,South America,Grey,Petrol,Automatic,1.7,84459,8141,High,73974.69222,69217
X1,2014,North America,Black,Electric,Automatic,2.7,9149,9360,High,75729.86536,86648
i3,2016,Europe,White,Hybrid,Manual,4,3629,4301,Low,74986.20028,59162
X1,2011,Middle East,Blue,Electric,Manual,3,68163,9540,High,75071.08936,115519
X6,2018,Africa,Blue,Diesel,Manual,3.4,147385,9745,High,74583.30662,79759
i3,2019,Africa,Silver,Electric,Manual,3,95274,3335,Low,75276.15439,109827
X3,2021,South America,Grey,Electric,Manual,3.5,3878,1210,Low,74752.48851,51722
5 Series,2010,South America,Grey,Diesel,Manual,2.5,83165,4548,Low,74536.54151,111234
i3,2013,Europe,Grey,Electric,Manual,3.5,71334,9215,High,74093.4967,57258
X3,2015,Middle East,Silver,Hybrid,Automatic,4.9,199588,7211,High,73910.2524,65282
M3,2024,South America,Silver,Electric,Manual,2,53360,9638,High,75739.5275,37561
M5,2013,Europe,Silver,Diesel,Automatic,4.5,74477,582,Low,74535.8046,64061
7 Series,2011,Europe,Grey,Petrol,Automatic,4.8,90986,8116,High,74591.87191,54910
i3,2015,Europe,White,Petrol,Manual,1.8,21247,1577,Low,75327.19668,92124
i8,2011,Europe,Red,Electric,Manual,3.1,58772,4555,Low,75078.98838,80408
X1,2020,Asia,Black,Diesel,Manual,2,171495,3633,Low,76129.99936,74039
5 Series,2013,Africa,Red,Diesel,Automatic,2.7,56513,3101,Low,75451.01761,44747
3 Series,2017,Asia,Blue,Hybrid,Manual,3.3,144964,470,Low,75806.65431,74232
X6,2011,Middle East,Blue,Diesel,Manual,2.5,23229,9918,High,73980.67266,85220
7 Series,2020,North America,Blue,Petrol,Manual,1.8,51923,8814,High,76213.64508,44014
i3,2015,Middle East,White,Diesel,Automatic,2.7,15321,6084,Low,75173.39836,102724
3 Series,2022,South America,Grey,Electric,Manual,4.8,108210,4008,Low,74932.35639,46223
X1,2014,Africa,Silver,Electric,Manual,2.7,23584,8825,High,75407.33089,62697
3 Series,2015,North America,White,Diesel,Manual,4,17211,7441,High,75622.114,88214
3 Series,2015,Middle East,Silver,Diesel,Automatic,2.2,185033,9914,High,74876.75571,37005
i8,2013,Africa,Blue,Hybrid,Manual,2.2,81159,5336,Low,75103.2571,75078
M3,2011,Asia,White,Hybrid,Automatic,4.7,75923,9390,High,75404.36577,117320
5 Series,2014,North America,Grey,Hybrid,Manual,3.2,106127,2507,Low,74355.98825,76980
M5,2014,South America,Blue,Diesel,Manual,1.5,113035,291,Low,74744.84695,100473
3 Series,2014,Europe,Blue,Hybrid,Automatic,2,35876,5813,Low,75635.90408,110796
X5,2010,North America,Red,Hybrid,Automatic,4.4,11755,2962,Low,74158.16508,89248
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,5903,Low,76849.37302,112462
5 Series,2022,Asia,Red,Electric,Manual,2.9,65113,2402,Low,76291.27201,53990
X3,2013,North America,Red,Electric,Automatic,3.7,104081,5975,Low,75195.18767,34159
X1,2013,Europe,Red,Hybrid,Manual,2.5,175970,1703,Low,74740.60692,51735
5 Series,2016,North America,Red,Petrol,Manual,3.6,20767,229,Low,75357.13609,39037
X5,2014,Africa,Red,Diesel,Automatic,2,153955,2656,Low,74590.70247,102204
X5,2014,Asia,Red,Electric,Manual,2.9,25515,3712,Low,75097.12629,58917
7 Series,2015,Middle East,Silver,Electric,Manual,3.9,49147,2126,Low,75335.93765,86797
X5,2022,Africa,Grey,Petrol,Manual,3.4,130011,3465,Low,73941.69796,50107
3 Series,2014,North America,Blue,Electric,Manual,2.4,113270,9938,High,75712.98294,84533
5 Series,2013,North America,White,Hybrid,Automatic,2.9,35563,6960,Low,75698.71595,62533
X6,2018,South America,White,Petrol,Automatic,4.2,137529,7461,High,74613.22024,96179
M3,2017,North America,Grey,Electric,Automatic,1.8,8645,8662,High,75093.54198,50289
X5,2021,Europe,Black,Petrol,Automatic,3.8,7048,3413,Low,74975.17122,114018
i8,2020,South America,Blue,Electric,Manual,3.7,27901,2559,Low,76031.01549,81669
5 Series,2010,Asia,Blue,Electric,Manual,1.9,102485,2176,Low,76263.142,71982
X5,2022,Africa,Grey,Petrol,Automatic,2.7,146712,5534,Low,74224.15896,101679
5 Series,2020,Europe,Blue,Diesel,Automatic,3.6,83039,8934,High,76158.15173,111903
M3,2017,Asia,Blue,Hybrid,Manual,4.6,147490,6120,Low,75651.26755,57676
7 Series,2019,North America,White,Diesel,Automatic,2,166296,785,Low,76611.06663,60884
X5,2023,Europe,Grey,Diesel,Automatic,3.2,114465,8502,High,74353.19582,111932
i8,2017,North America,White,Hybrid,Manual,1.6,105549,322,Low,75454.71124,35804
X6,2013,Middle East,Grey,Diesel,Automatic,4.5,126310,1050,Low,73214.921,51998
5 Series,2021,North America,Red,Electric,Manual,5,79205,3447,Low,75728.32763,96258
M5,2014,Africa,Silver,Diesel,Manual,2.7,82974,7125,High,74107.08005,72386
M5,2011,North America,White,Electric,Automatic,3.1,4720,2932,Low,75056.39624,93609
i3,2010,Europe,Grey,Diesel,Manual,1.6,33865,7104,High,74012.19258,115116
X1,2019,South America,Blue,Petrol,Automatic,3.7,81550,3817,Low,76122.05556,63688
X5,2015,North America,Blue,Diesel,Automatic,1.8,59388,5805,Low,75526.08429,89444
X3,2014,Africa,Black,Hybrid,Automatic,1.6,176749,3131,Low,74577.76882,36435
5 Series,2021,Asia,Black,Hybrid,Manual,3.2,152207,3782,Low,75632.44101,52205
M5,2023,South America,Grey,Diesel,Manual,1.8,50267,8232,High,73932.51715,106058
7 Series,2010,Africa,White,Hybrid,Automatic,2.3,89847,7231,High,75339.2695,89383
5 Series,2012,Europe,Red,Petrol,Automatic,4.7,102594,944,Low,75150.06411,117803
3 Series,2021,Africa,White,Electric,Automatic,3.8,157537,3822,Low,76119.40872,67504
X3,2016,Middle East,Silver,Electric,Manual,4.6,180526,8166,High,74292.45276,88704
7 Series,2010,North America,Grey,Diesel,Automatic,3.7,151351,2853,Low,75046.69721,102258
M3,2020,Asia,Red,Hybrid,Automatic,1.9,43829,9643,High,75569.32531,64330
X6,2011,Africa,Grey,Diesel,Automatic,2.7,15757,3452,Low,73795.81162,78494
X1,2014,Europe,Black,Hybrid,Automatic,1.5,105137,3935,Low,75245.99812,68815
X6,2010,Asia,Red,Diesel,Manual,5,88779,7322,High,74190.96727,91397
M5,2020,Asia,White,Diesel,Automatic,2.7,124044,9968,High,75468.53614,63175
i8,2021,Europe,Red,Petrol,Manual,2.5,44257,3653,Low,75358.28387,74606
X3,2010,Africa,Grey,Petrol,Automatic,4.6,77853,8494,High,73774.14273,88507
i3,2010,Europe,Black,Diesel,Automatic,2.5,19071,1846,Low,75053.61661,70896
X1,2014,Europe,Red,Diesel,Automatic,3.8,94343,7696,High,75315.48803,110791
i8,2015,Asia,Black,Electric,Manual,3.6,189457,3875,Low,75640.82435,97450
X1,2022,Asia,Black,Petrol,Automatic,4.2,39142,4581,Low,76323.15085,57873
i8,2017,South America,Grey,Hybrid,Automatic,4.3,46875,3772,Low,74432.46344,64430
X6,2018,North America,Silver,Hybrid,Manual,4.3,66991,7484,High,74039.41162,74536
X5,2017,Africa,Red,Electric,Manual,3.3,70445,3077,Low,74584.20029,53036
M3,2017,South America,Silver,Diesel,Automatic,2.6,74953,8778,High,75503.76644,43171
M5,2012,Europe,White,Hybrid,Manual,4.1,81378,516,Low,74039.8493,113680
X6,2014,Middle East,Blue,Petrol,Manual,3.5,2445,8402,High,73909.29048,32395
X5,2024,Africa,White,Diesel,Automatic,3.1,46263,7004,High,75414.43032,92063
7 Series,2018,North America,Black,Electric,Automatic,1.7,40648,1639,Low,76378.55679,65826
X3,2016,North America,Blue,Hybrid,Manual,2.5,152038,1269,Low,75100.63701,67364
3 Series,2023,Europe,Silver,Hybrid,Manual,2.2,173979,4794,Low,75329.05576,119562
X1,2021,Europe,Blue,Hybrid,Automatic,4.9,140063,8609,High,75633.51569,41743
5 Series,2021,Africa,White,Diesel,Manual,2.5,65054,1836,Low,76076.83738,32706
X1,2012,North America,Silver,Electric,Manual,2.2,158904,1132,Low,75611.61441,77621
X5,2016,North America,Black,Hybrid,Automatic,2.9,51255,1874,Low,74557.25346,115453
X3,2024,Asia,Blue,Diesel,Automatic,3.5,182627,3327,Low,76503.24435,59385
X3,2024,Europe,Blue,Diesel,Manual,3,86078,5507,Low,75901.28709,41466
X1,2017,North America,Red,Diesel,Automatic,2.9,168130,4689,Low,75760.01094,101670
M5,2024,Middle East,White,Petrol,Automatic,2.6,130049,4130,Low,74661.25451,40959
3 Series,2017,Asia,Silver,Electric,Automatic,2.3,36847,7626,High,76256.32773,35387
X3,2016,Africa,Silver,Electric,Manual,2.2,131482,1500,Low,75150.61837,72230
i3,2018,Middle East,Silver,Electric,Manual,3.4,7750,8361,High,74639.50022,64852
X6,2020,Europe,Red,Hybrid,Automatic,4.3,173562,2318,Low,74158.2264,33073
X3,2019,South America,Grey,Electric,Manual,2.4,67432,267,Low,74646.22064,81969
M3,2017,Africa,Black,Diesel,Manual,2.8,119970,1480,Low,75169.45544,101589
M3,2015,Middle East,Black,Hybrid,Automatic,5,74491,5588,Low,74338.54263,83530
i3,2012,North America,Grey,Petrol,Automatic,2,180160,7957,High,74108.3904,119116
M3,2010,North America,White,Hybrid,Manual,1.8,3889,2982,Low,75188.93869,45211
X6,2010,Middle East,Silver,Hybrid,Manual,3.9,167314,6804,Low,73107.44692,35883
3 Series,2010,South America,Red,Petrol,Automatic,4,172879,3646,Low,74848.33863,106218
i3,2016,Europe,Black,Diesel,Manual,4.7,57353,2361,Low,74920.29953,35554
7 Series,2015,North America,Silver,Petrol,Manual,3,72172,2346,Low,75755.94981,46715
i3,2023,Africa,Silver,Hybrid,Manual,2,121317,486,Low,74952.25648,71657
X6,2010,South America,Red,Hybrid,Manual,1.6,65491,8733,High,73426.38214,53704
5 Series,2024,Asia,White,Petrol,Manual,4.6,156932,4542,Low,76403.56064,36468
3 Series,2016,Europe,Grey,Electric,Manual,4.3,66025,3909,Low,74755.87568,61366
3 Series,2023,South America,Black,Diesel,Automatic,4.2,16395,3361,Low,75899.26022,107036
M5,2014,Europe,Blue,Diesel,Manual,5,193203,4768,Low,74494.66111,89077
X6,2024,Asia,Grey,Diesel,Manual,2.1,67059,199,Low,74747.13541,47357
3 Series,2021,Asia,White,Hybrid,Manual,2.8,169847,3180,Low,75942.45513,84516
5 Series,2021,Africa,White,Diesel,Manual,1.7,155831,6308,Low,76024.99909,107613
X1,2015,Asia,Silver,Electric,Manual,2.1,41850,5357,Low,76274.46898,100213
7 Series,2013,South America,Grey,Hybrid,Manual,2.2,41095,8328,High,74316.85639,96965
X6,2018,Asia,Black,Petrol,Automatic,2.7,29676,922,Low,75136.39998,89986
3 Series,2017,Africa,Red,Hybrid,Automatic,3.3,127196,7198,High,74733.3026,48745
5 Series,2012,Asia,Blue,Diesel,Automatic,2.2,64762,9919,High,76347.73808,63698
M3,2017,South America,Grey,Hybrid,Manual,3.7,12969,7833,High,74011.39868,87136
i8,2022,South America,Red,Petrol,Manual,2.1,138665,9014,High,75066.99223,35040
X1,2010,South America,Red,Hybrid,Manual,3,198780,5002,Low,74493.34522,115134
X5,2022,Middle East,Silver,Diesel,Manual,2.4,83917,7845,High,74346.91462,45356
X5,2017,Europe,Blue,Diesel,Automatic,1.8,142452,2176,Low,75420.10077,56921
M3,2010,Europe,Blue,Electric,Automatic,3.1,147920,8763,High,75502.56105,118387
X5,2016,North America,Black,Electric,Automatic,3.8,169907,6793,Low,74924.53852,30098
M3,2019,Middle East,Grey,Petrol,Manual,1.9,89067,4456,Low,74121.60555,61539
7 Series,2018,North America,Grey,Hybrid,Manual,3.8,19394,138,Low,74861.49478,79927
X3,2021,Europe,White,Petrol,Automatic,3.3,116152,7731,High,75493.05896,113476
5 Series,2023,Africa,Black,Electric,Manual,3.1,151714,9368,High,75488.405,112226
X6,2014,Asia,Grey,Hybrid,Automatic,4.9,26927,7857,High,73709.62838,110413
i3,2012,Africa,Black,Hybrid,Automatic,4.6,93518,4388,Low,74376.67663,62052
i8,2022,Africa,White,Electric,Automatic,4.8,98786,4102,Low,76118.93658,62658
M5,2022,Asia,Red,Petrol,Automatic,2.8,145646,8194,High,74868.02737,75883
X1,2024,South America,Red,Diesel,Manual,3,111937,2029,Low,75750.72191,60115
5 Series,2010,Europe,Silver,Diesel,Manual,2.3,61849,2203,Low,75388.16962,101560
i3,2019,Middle East,Grey,Petrol,Manual,3.4,84317,8299,High,73561.30894,106602
X1,2022,South America,Blue,Electric,Automatic,4.7,159202,4720,Low,76394.46211,111012
M3,2017,North America,Grey,Diesel,Manual,3.5,169675,7161,High,74466.53076,47573
X1,2020,South America,Silver,Petrol,Manual,4.3,144326,8020,High,75264.56852,82366
X5,2024,Asia,White,Petrol,Automatic,5,123367,6031,Low,75835.2433,80143
5 Series,2023,South America,Black,Hybrid,Manual,3.4,63692,2764,Low,75290.95637,35613
M3,2015,Africa,Black,Petrol,Manual,2.4,89292,9849,High,74732.73131,54491
M5,2021,South America,Grey,Diesel,Manual,3.3,37008,5872,Low,73974.59807,110733
X3,2024,Europe,White,Diesel,Automatic,3.9,38199,7121,High,75877.6013,79132
5 Series,2019,Africa,Blue,Petrol,Manual,3.3,85745,9726,High,75577.32125,76366
5 Series,2017,Europe,Blue,Hybrid,Manual,4.6,112880,7685,High,75191.49037,61966
X1,2018,Africa,Silver,Petrol,Automatic,2.3,161504,2961,Low,75677.34531,79857
M5,2013,Europe,Silver,Electric,Automatic,3.7,145537,6343,Low,74592.62071,37385
M3,2016,Europe,Black,Diesel,Manual,1.8,168087,4604,Low,75231.16902,100629
i8,2020,Middle East,White,Petrol,Automatic,4.3,152903,3385,Low,75270.79857,73758
X3,2011,North America,Silver,Hybrid,Manual,3.1,47999,6701,Low,74608.70254,39141
i8,2014,South America,Red,Diesel,Automatic,2.1,185255,2330,Low,75271.75769,99850
5 Series,2012,Africa,Silver,Electric,Manual,4.3,17437,9622,High,75187.87207,44405
7 Series,2013,Africa,Red,Electric,Manual,3.9,44971,1175,Low,75464.97398,119423
M5,2023,Africa,Grey,Hybrid,Automatic,2.2,31077,5108,Low,73879.09248,72816
7 Series,2019,Middle East,Blue,Hybrid,Manual,2,14425,1362,Low,75463.21975,53512
X5,2013,Europe,Grey,Hybrid,Automatic,3.6,41633,4970,Low,73663.60992,109806
M3,2018,Africa,Blue,Hybrid,Manual,4.2,98360,5366,Low,75192.07324,101177
X1,2011,South America,Grey,Electric,Manual,3,86743,2200,Low,74669.27007,71903
i3,2011,Europe,Red,Diesel,Automatic,2.4,30742,2337,Low,75039.61076,78279
i8,2016,Africa,Grey,Electric,Manual,2.8,14462,6772,Low,74743.25745,68822
