Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
7 Series,2013,Asia,White,Diesel,Automatic,3.7,51431,7154,High
5 Series,2022,Africa,Black,Petrol,Manual,1.7,81817,5556,Low
3 Series,2023,Asia,Red,Diesel,Automatic,2.3,193075,3076,Low
i3,2018,Europe,White,Diesel,Automatic,4.4,161310,5362,Low
7 Series,2012,Middle East,White,Petrol,Manual,3,132785,4794,Low
X1,2010,Middle East,Grey,Petrol,Manual,4.5,56442,7109,High
M5,2014,Africa,Grey,Electric,Manual,4.6,131430,4868,Low
X5,2020,Africa,Red,Electric,Automatic,1.5,44467,2459,Low
5 Series,2014,North America,Blue,Electric,Automatic,4.2,3248,3942,Low
i8,2020,Asia,Black,Petrol,Manual,4.1,80162,353,Low
3 Series,2010,North America,Silver,Hybrid,Automatic,3.5,93638,9292,High
X6,2023,Asia,Blue,Hybrid,Automatic,2.1,78450,3611,Low
M3,2020,North America,Black,Hybrid,Automatic,3.9,85966,5832,Low
7 Series,2019,South America,Black,Electric,Manual,3.2,54664,4737,Low
M5,2010,South America,Red,Petrol,Manual,3.2,11601,966,Low
i8,2011,Africa,Silver,Hybrid,Automatic,4.5,137713,2057,Low
X3,2014,Asia,Grey,Diesel,Manual,3.7,39296,9671,High
X5,2019,Africa,Black,Hybrid,Manual,2.6,59681,7847,High
X1,2020,Europe,White,Electric,Automatic,4.7,196745,8566,High
M3,2010,Middle East,Silver,Electric,Automatic,2.4,151500,6208,Low
X6,2021,Middle East,Red,Diesel,Manual,3.2,1308,4176,Low
i3,2021,South America,White,Electric,Automatic,1.8,83929,5363,Low
7 Series,2014,Europe,Red,Electric,Manual,3.9,5507,5594,Low
M5,2012,South America,White,Electric,Manual,4.4,48711,6112,Low
i3,2011,Middle East,Silver,Electric,Manual,4.5,157530,4533,Low
7 Series,2019,Europe,White,Diesel,Manual,2.9,199189,4589,Low
5 Series,2014,North America,White,Hybrid,Automatic,1.7,8238,3108,Low
i8,2012,South America,Silver,Electric,Automatic,2.7,197388,7889,High
M5,2024,South America,Grey,Hybrid,Automatic,2.1,155546,3319,Low
X1,2012,North America,Red,Diesel,Manual,4.4,107964,2514,Low
5 Series,2012,Africa,Grey,Hybrid,Manual,3.7,198097,6093,Low
3 Series,2014,Europe,Black,Electric,Automatic,3,161603,641,Low
i3,2012,North America,Grey,Electric,Manual,1.9,9103,4372,Low
M3,2023,Asia,Black,Hybrid,Automatic,3.8,105695,7240,High
i3,2018,North America,White,Hybrid,Manual,4.1,18353,1129,Low
X5,2019,North America,Silver,Electric,Manual,3.3,61978,4024,Low
X3,2018,Asia,Silver,Petrol,Automatic,4.1,148727,9257,High
M5,2020,Middle East,Black,Hybrid,Automatic,4.4,20539,6016,Low
M3,2020,Asia,Grey,Petrol,Automatic,3.1,84300,134,Low
i3,2010,Africa,Blue,Diesel,Manual,1.8,120482,968,Low
i3,2017,Asia,White,Diesel,Automatic,5,176974,925,Low
M5,2019,Europe,Red,Hybrid,Manual,2.8,121305,3500,Low
5 Series,2011,Europe,Black,Hybrid,Automatic,3.3,28968,3897,Low
3 Series,2016,South America,White,Hybrid,Manual,1.5,126073,7040,High
M5,2023,Europe,White,Electric,Manual,3.1,68416,6832,Low
M5,2013,South America,Black,Electric,Manual,2.4,133351,8245,High
i8,2010,Middle East,White,Hybrid,Automatic,3.6,188401,992,Low
i8,2016,Asia,Silver,Diesel,Manual,1.8,68526,7284,High
5 Series,2018,Middle East,Red,Electric,Manual,4.2,155749,8238,High
5 Series,2022,Africa,Red,Hybrid,Automatic,1.6,145969,748,Low
X3,2021,Africa,Grey,Hybrid,Automatic,1.9,18726,6359,Low
i3,2022,South America,Black,Electric,Manual,4.6,15083,372,Low
5 Series,2013,South America,Blue,Petrol,Manual,1.6,33791,5167,Low
M5,2015,Africa,Blue,Electric,Manual,4.1,89763,667,Low
X5,2014,Middle East,Blue,Diesel,Manual,3.2,180103,9892,High
M5,2019,Middle East,Black,Petrol,Automatic,3.5,106231,4461,Low
X1,2023,Middle East,Red,Diesel,Automatic,1.9,95598,3950,Low
X3,2018,Middle East,Silver,Electric,Automatic,1.8,145625,9255,High
5 Series,2016,Europe,Silver,Electric,Automatic,2.3,186073,847,Low
X5,2014,South America,White,Petrol,Manual,3.1,106612,4344,Low
i3,2010,Middle East,Grey,Hybrid,Manual,4.9,26683,5903,Low
i8,2018,Middle East,Blue,Hybrid,Manual,1.7,51313,3675,Low
7 Series,2013,Africa,Grey,Diesel,Automatic,2.5,97225,5338,Low
7 Series,2021,Europe,Black,Diesel,Automatic,4.2,83191,6249,Low
7 Series,2024,South America,Grey,Hybrid,Automatic,3.1,43788,9387,High
X1,2018,Europe,White,Diesel,Manual,4.4,87089,1712,Low
X1,2017,Europe,Black,Petrol,Manual,1.6,172245,810,Low
X1,2012,Europe,Black,Petrol,Manual,3,47823,155,Low
i8,2017,Africa,Silver,Petrol,Manual,2.6,70219,9655,High
i8,2012,Africa,Grey,Diesel,Automatic,4.2,185809,5614,Low
M5,2012,Middle East,Silver,Hybrid,Automatic,5,67959,2370,Low
X3,2018,Africa,Blue,Hybrid,Manual,3.8,64121,1316,Low
M3,2013,Asia,Silver,Electric,Automatic,4.5,192410,6575,Low
3 Series,2024,North America,Red,Hybrid,Manual,4.2,70352,4669,Low
5 Series,2015,Asia,Grey,Electric,Manual,3,154103,4509,Low
M3,2021,Asia,Red,Petrol,Automatic,2.5,26182,5828,Low
i3,2021,Middle East,White,Electric,Automatic,2.7,95331,5287,Low
i8,2014,Europe,Red,Diesel,Manual,4.5,148594,451,Low
i8,2018,Asia,Black,Diesel,Manual,4.2,128530,7867,High
X1,2012,Asia,Silver,Diesel,Automatic,2.7,188541,1495,Low
7 Series,2014,Asia,Grey,Electric,Automatic,2.6,64075,1912,Low
X1,2020,Middle East,White,Electric,Manual,2.3,175487,6906,Low
X6,2013,Asia,Blue,Electric,Manual,3.8,43609,6570,Low
X5,2018,Asia,Blue,Hybrid,Automatic,3.1,32510,3890,Low
X1,2023,Europe,Red,Electric,Automatic,2.9,179363,7045,High
X5,2017,Asia,Blue,Petrol,Manual,4,99642,125,Low
5 Series,2014,Asia,Silver,Electric,Manual,2,141151,8983,High
X5,2016,Europe,White,Petrol,Automatic,1.8,40797,683,Low
5 Series,2015,South America,Grey,Hybrid,Manual,1.8,162062,5212,Low
M5,2013,North America,White,Petrol,Manual,3.8,93989,9537,High
i8,2017,Asia,Grey,Petrol,Automatic,4.9,134901,1540,Low
3 Series,2014,Asia,Silver,Electric,Manual,3.9,95076,7743,High
M5,2020,Asia,Blue,Petrol,Manual,2.2,135265,4058,Low
3 Series,2019,Middle East,Black,Diesel,Manual,3.1,183380,1492,Low
X5,2019,Europe,White,Diesel,Automatic,2.5,34893,2594,Low
5 Series,2014,Africa,Grey,Diesel,Automatic,4.6,25130,9894,High
X6,2024,Europe,White,Diesel,Manual,3.2,167026,9152,High
7 Series,2018,South America,Black,Hybrid,Automatic,3.3,27498,2091,Low
X3,2019,Europe,White,Diesel,Automatic,1.7,14686,2087,Low
i3,2010,Asia,Red,Diesel,Manual,4.6,99188,5435,Low
i8,2017,Asia,Black,Electric,Automatic,5,41442,8023,High
X1,2010,Europe,Blue,Hybrid,Manual,3.3,12096,7639,High
X5,2021,Europe,Grey,Hybrid,Manual,2.6,25888,6291,Low
7 Series,2023,South America,Blue,Diesel,Manual,4.7,187161,7859,High
i3,2015,Europe,Black,Diesel,Automatic,1.6,170935,2940,Low
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,6188,Low
7 Series,2024,North America,Blue,Petrol,Automatic,2.8,90404,558,Low
3 Series,2021,Europe,Blue,Petrol,Manual,2.5,148117,6026,Low
X6,2013,South America,Blue,Diesel,Automatic,2.2,99157,4319,Low
i3,2017,Europe,Grey,Electric,Automatic,2.4,172597,1869,Low
M3,2011,North America,Grey,Electric,Automatic,2.1,113770,4267,Low
X6,2020,Asia,Red,Electric,Manual,2.3,119788,868,Low
X1,2013,North America,Red,Diesel,Manual,3.5,33905,5934,Low
X5,2015,Asia,Black,Petrol,Automatic,3.2,30273,9853,High
M3,2010,Africa,Grey,Diesel,Automatic,4.5,106762,6768,Low
i3,2019,Europe,Black,Diesel,Manual,3.5,1458,9763,High
i3,2024,Asia,Grey,Petrol,Manual,1.5,30269,8950,High
7 Series,2018,South America,Red,Diesel,Manual,4.4,33451,3719,Low
X3,2021,Africa,Grey,Hybrid,Automatic,3.4,178324,8865,High
X1,2020,Africa,Grey,Hybrid,Manual,2.3,92173,3874,Low
M5,2018,Europe,White,Hybrid,Automatic,3.5,158536,3889,Low
i3,2022,Europe,Grey,Electric,Automatic,5,21956,8589,High
7 Series,2024,Asia,Black,Diesel,Manual,5,63512,7593,High
i8,2011,North America,Red,Electric,Automatic,3.5,81150,8468,High
X3,2020,North America,Black,Diesel,Manual,2.8,86263,5358,Low
3 Series,2021,South America,White,Diesel,Manual,4.5,74134,4170,Low
i8,2024,Europe,Blue,Diesel,Manual,4,187663,1886,Low
5 Series,2012,North America,Grey,Electric,Automatic,1.5,62620,9424,High
X6,2017,North America,Blue,Electric,Manual,3.6,126965,2589,Low
X1,2015,Europe,Red,Diesel,Automatic,3.5,71113,9811,High
M5,2014,Asia,Blue,Hybrid,Manual,4.2,98547,2841,Low
X6,2023,South America,White,Electric,Manual,4.4,28498,3017,Low
X1,2014,Asia,Blue,Diesel,Automatic,4.5,37208,3807,Low
i3,2021,North America,Black,Hybrid,Manual,2.2,4800,7723,High
7 Series,2013,Africa,Blue,Diesel,Manual,2.3,159673,1483,Low
i3,2014,South America,White,Diesel,Automatic,2.7,40409,2634,Low
X3,2021,Middle East,Silver,Electric,Manual,3.2,77674,6582,Low
5 Series,2021,South America,Grey,Hybrid,Manual,5,184108,1768,Low
7 Series,2017,North America,Blue,Electric,Manual,4.7,151667,7376,High
X3,2014,Europe,Silver,Hybrid,Manual,2.6,190087,9965,High
X6,2018,North America,Blue,Petrol,Manual,4.5,20413,7910,High
7 Series,2014,South America,Silver,Diesel,Manual,3.2,99709,9035,High
M3,2020,North America,Red,Electric,Automatic,4,15394,2230,Low
X3,2022,Asia,White,Petrol,Manual,3.8,2041,8046,High
X5,2011,Europe,Blue,Electric,Automatic,4.2,169387,9182,High
X5,2021,Asia,Grey,Hybrid,Manual,4.2,127104,6336,Low
i3,2015,Africa,Grey,Hybrid,Automatic,4.5,100324,139,Low
X1,2021,North America,Grey,Diesel,Automatic,3.8,123347,4776,Low
i3,2016,Middle East,White,Hybrid,Manual,4.3,135242,4091,Low
X6,2013,Europe,Blue,Hybrid,Automatic,2.7,162682,403,Low
M5,2013,Europe,Black,Hybrid,Automatic,4,144150,6140,Low
7 Series,2011,Asia,Silver,Hybrid,Automatic,4,55991,9351,High
X3,2013,Asia,Red,Hybrid,Manual,1.7,88000,4838,Low
X5,2021,Middle East,Red,Petrol,Automatic,2.7,43503,5619,Low
X3,2021,South America,Red,Petrol,Manual,4.2,134275,8704,High
i8,2023,Middle East,Blue,Electric,Manual,3.5,71054,5054,Low
3 Series,2014,South America,White,Petrol,Automatic,3,140537,237,Low
i8,2012,North America,Red,Petrol,Manual,2.8,66364,6926,Low
X6,2022,Europe,Silver,Diesel,Automatic,3.2,118597,6804,Low
X6,2012,South America,Grey,Hybrid,Manual,2.2,59515,3504,Low
X1,2020,Africa,Black,Electric,Automatic,3.8,99927,9939,High
i3,2010,North America,Black,Electric,Automatic,4.8,11466,8704,High
i3,2024,South America,Blue,Diesel,Automatic,1.9,46631,820,Low
M3,2024,Asia,Blue,Petrol,Automatic,2.8,40001,2571,Low
7 Series,2015,South America,Silver,Diesel,Manual,3.3,15885,7532,High
7 Series,2019,Middle East,Grey,Electric,Automatic,2.6,112455,7566,High
X3,2017,Asia,White,Diesel,Automatic,2,148860,5038,Low
M5,2014,South America,Grey,Hybrid,Manual,4.1,122368,2696,Low
X5,2024,Middle East,Red,Diesel,Manual,2.4,78797,1754,Low
3 Series,2024,Asia,Blue,Hybrid,Automatic,3.1,42086,2098,Low
X1,2013,Asia,White,Diesel,Automatic,2.1,156225,8761,High
i3,2018,South America,Grey,Hybrid,Manual,2.1,161131,6194,Low
i3,2017,Europe,Red,Diesel,Manual,3.1,83798,7757,High
X6,2010,South America,Red,Electric,Manual,2.3,23453,5787,Low
M3,2016,South America,Black,Petrol,Manual,2.3,157432,544,Low
i8,2016,Middle East,Blue,Hybrid,Automatic,4,110310,2767,Low
X5,2017,Asia,Black,Electric,Manual,4.1,16622,5344,Low
X3,2018,Middle East,Grey,Petrol,Manual,4.9,16401,9916,High
X3,2020,South America,Black,Diesel,Manual,2.8,20110,1959,Low
3 Series,2021,Asia,Blue,Hybrid,Automatic,3,125789,5341,Low
X6,2016,Europe,Silver,Petrol,Automatic,2.3,183684,796,Low
5 Series,2011,South America,Grey,Petrol,Automatic,3.1,170211,1110,Low
X5,2020,North America,Silver,Electric,Manual,1.7,169772,1168,Low
7 Series,2011,North America,Blue,Hybrid,Automatic,4.2,144084,870,Low
X1,2016,Middle East,Grey,Petrol,Manual,3.8,37148,6346,Low
M5,2014,Europe,Grey,Diesel,Manual,2.6,50023,3935,Low
3 Series,2024,South America,White,Electric,Automatic,3.7,104138,5412,Low
X5,2018,South America,Grey,Electric,Automatic,2.7,58398,1771,Low
i3,2023,Africa,Grey,Electric,Automatic,3,25303,1417,Low
5 Series,2010,South America,Black,Petrol,Automatic,4.7,188960,2913,Low
i8,2020,Africa,Blue,Petrol,Automatic,3.3,68442,4516,Low
3 Series,2011,Middle East,White,Petrol,Manual,3.8,66424,1406,Low
7 Series,2017,North America,Silver,Petrol,Manual,4.1,122615,3017,Low
i8,2019,South America,Grey,Hybrid,Manual,2.8,189237,461,Low
i3,2012,South America,Grey,Petrol,Manual,1.8,180582,6824,Low
M5,2024,Europe,Blue,Diesel,Manual,2.3,97568,3749,Low
M3,2019,Asia,Red,Electric,Manual,3.4,87232,8006,High
5 Series,2023,South America,Black,Diesel,Manual,2.5,154005,3173,Low
X6,2010,South America,Silver,Electric,Manual,4.8,26452,2826,Low
i8,2021,South America,Black,Diesel,Automatic,4.3,97591,1743,Low
X6,2021,South America,White,Electric,Manual,2.2,42937,6824,Low
X3,2010,North America,Red,Hybrid,Automatic,2.4,64854,3950,Low
5 Series,2019,South America,Red,Diesel,Manual,4.1,142703,2555,Low
X6,2018,Africa,Grey,Petrol,Manual,3.2,52312,5352,Low
X5,2022,South America,Grey,Electric,Manual,4.9,177694,9638,High
3 Series,2015,South America,Silver,Diesel,Manual,2.1,21191,2581,Low
5 Series,2015,Middle East,Blue,Electric,Manual,4.7,26437,7161,High
i3,2019,Asia,Silver,Hybrid,Automatic,2.2,15748,4064,Low
X5,2018,South America,Black,Diesel,Automatic,4.4,107997,7881,High
M5,2020,Asia,Black,Electric,Automatic,3.4,80170,8441,High
7 Series,2013,South America,Silver,Diesel,Manual,4.6,40585,579,Low
3 Series,2012,North America,Blue,Diesel,Manual,3.5,143117,1878,Low
i3,2023,Asia,White,Diesel,Automatic,4.2,130875,7700,High
i3,2013,Middle East,Blue,Hybrid,Automatic,2,19321,6640,Low
X6,2015,North America,Black,Electric,Manual,2,23331,2796,Low
5 Series,2019,Asia,Black,Hybrid,Automatic,3.1,47631,7840,High
5 Series,2015,Asia,White,Petrol,Automatic,3.7,159703,3824,Low
3 Series,2023,Africa,Red,Petrol,Manual,1.9,138628,662,Low
X3,2022,North America,Black,Petrol,Manual,4.2,37881,9250,High
3 Series,2024,Europe,Grey,Hybrid,Automatic,1.9,34603,8518,High
5 Series,2023,Africa,Red,Petrol,Automatic,4.6,6796,6754,Low
X5,2022,North America,White,Hybrid,Automatic,4.6,61383,7391,High
M5,2017,South America,Silver,Petrol,Manual,1.5,5584,7743,High
X5,2016,Africa,White,Hybrid,Automatic,3.6,198926,6286,Low
X1,2023,Middle East,Silver,Electric,Manual,1.6,155090,1567,Low
X3,2014,South America,Silver,Hybrid,Manual,2.4,128960,2098,Low
M5,2011,Asia,Red,Electric,Manual,3.3,105792,5041,Low
i8,2012,Middle East,White,Petrol,Automatic,4,36022,4208,Low
M5,2023,Asia,Black,Petrol,Automatic,1.5,59883,2548,Low
M5,2018,South America,Silver,Electric,Manual,3.1,4318,7795,High
X3,2019,South America,Grey,Diesel,Automatic,4.4,146083,4475,Low
X6,2023,South America,Blue,Electric,Automatic,4,150551,7786,High
M3,2014,Europe,Red,Electric,Automatic,4,66785,800,Low
X3,2015,Middle East,Silver,Hybrid,Manual,3.6,3863,1807,Low
i8,2019,North America,White,Petrol,Manual,1.9,193696,4484,Low
5 Series,2023,North America,Grey,Electric,Manual,3.3,197547,4239,Low
X1,2013,Africa,Blue,Diesel,Automatic,4.5,66674,4851,Low
i8,2010,North America,Blue,Electric,Manual,1.9,170137,2116,Low
M5,2024,North America,Silver,Petrol,Manual,3.9,180354,8227,High
X3,2020,North America,Silver,Electric,Manual,3.9,138540,9656,High
X6,2023,North America,Red,Diesel,Manual,4.2,21829,6502,Low
3 Series,2014,Asia,Blue,Diesel,Manual,4.7,37547,5039,Low
X1,2022,Asia,White,Petrol,Automatic,4.9,98850,1345,Low
i3,2010,North America,Grey,Diesel,Automatic,3.5,183956,4323,Low
X3,2020,Europe,Grey,Diesel,Automatic,1.6,187673,9818,High
i3,2012,Africa,Blue,Diesel,Automatic,2.3,190951,171,Low
X1,2014,Middle East,Red,Electric,Manual,2.1,147675,4746,Low
5 Series,2016,North America,Grey,Diesel,Automatic,3.6,123608,6530,Low
M5,2023,Middle East,Blue,Electric,Manual,4,100117,588,Low
X1,2024,Middle East,Black,Hybrid,Automatic,3.2,14060,9199,High
M5,2015,Middle East,Blue,Electric,Automatic,3.8,143592,1095,Low
X3,2012,Middle East,Red,Electric,Manual,4.7,58422,5688,Low
M3,2014,Middle East,White,Electric,Manual,4.8,73995,5334,Low
X3,2024,Europe,Blue,Electric,Automatic,3.9,194340,1982,Low
M5,2022,Europe,Grey,Petrol,Manual,4.5,159050,5199,Low
7 Series,2024,South America,White,Hybrid,Automatic,3.4,18587,4510,Low
7 Series,2016,Middle East,Blue,Electric,Automatic,3.9,184938,6867,Low
X3,2016,Asia,White,Petrol,Automatic,1.9,122385,3087,Low
M3,2022,Asia,Black,Petrol,Automatic,4.5,134325,4243,Low
3 Series,2018,Africa,Red,Electric,Manual,2,874,7907,High
M3,2014,Middle East,Red,Diesel,Manual,2.3,129682,8609,High
X3,2011,Africa,Silver,Hybrid,Manual,5,68885,6418,Low
M5,2020,Asia,Black,Electric,Manual,3.5,82655,5995,Low
M5,2020,Africa,Black,Electric,Automatic,2.4,13775,7607,High
M3,2019,Middle East,Grey,Petrol,Manual,4.2,177414,4334,Low
7 Series,2020,South America,White,Diesel,Automatic,3.9,44118,6688,Low
X5,2019,Europe,White,Petrol,Automatic,2.3,12167,5779,Low
3 Series,2015,North America,Red,Hybrid,Automatic,1.6,61388,1582,Low
M5,2014,South America,Red,Hybrid,Manual,2.8,95581,8681,High
X3,2012,South America,Red,Hybrid,Automatic,4.7,8893,2426,Low
M5,2012,Middle East,Grey,Electric,Automatic,1.8,72304,408,Low
3 Series,2011,South America,Red,Diesel,Manual,3.7,55849,2643,Low
X3,2018,Asia,Red,Electric,Manual,1.7,58215,1175,Low
5 Series,2012,Africa,Silver,Diesel,Automatic,4.9,111993,5003,Low
X5,2020,North America,White,Diesel,Automatic,2,68708,8537,High
X5,2012,Europe,Blue,Hybrid,Manual,4,104816,2030,Low
i8,2021,North America,Red,Petrol,Automatic,3.3,197210,6990,Low
3 Series,2014,Africa,Silver,Petrol,Manual,3.1,191735,5856,Low
X6,2013,South America,White,Diesel,Manual,1.9,125166,331,Low
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,2300,Low
5 Series,2022,Africa,Black,Petrol,Automatic,2,69321,2418,Low
7 Series,2023,North America,Black,Hybrid,Manual,1.8,65879,5341,Low
i3,2019,Europe,Grey,Hybrid,Manual,2.4,52293,1222,Low
M3,2023,Europe,White,Electric,Automatic,3,198126,9011,High
5 Series,2010,Africa,Silver,Electric,Manual,4.6,56219,4229,Low
X5,2024,North America,Grey,Electric,Manual,2.4,185214,851,Low
X3,2023,North America,Red,Electric,Manual,4,131877,4087,Low
X6,2011,Africa,Black,Electric,Automatic,2.6,6785,2711,Low
X6,2022,South America,Blue,Hybrid,Manual,4.2,46539,7102,High
7 Series,2015,Africa,Red,Electric,Automatic,4.2,3889,2472,Low
X6,2010,Asia,White,Petrol,Automatic,5,53315,3644,Low
5 Series,2011,Asia,Black,Hybrid,Automatic,3,122634,8447,High
X3,2016,Asia,Red,Hybrid,Automatic,1.8,85488,7487,High
M3,2011,Africa,Grey,Diesel,Manual,4.7,199048,4413,Low
X3,2010,Asia,Grey,Petrol,Manual,4.2,153039,3953,Low
X1,2020,Asia,Grey,Diesel,Automatic,1.7,116137,9612,High
X1,2024,Middle East,White,Electric,Manual,3.1,13994,3450,Low
M3,2010,North America,Blue,Diesel,Automatic,2.2,57396,780,Low
3 Series,2022,Europe,Blue,Diesel,Automatic,1.9,135414,9236,High
5 Series,2024,South America,Red,Petrol,Automatic,3.5,133294,4746,Low
i3,2016,Middle East,White,Hybrid,Automatic,4.3,82792,2627,Low
i3,2013,North America,Red,Hybrid,Manual,2.7,76517,2547,Low
M3,2011,North America,Blue,Diesel,Manual,3,116693,9172,High
X5,2017,Africa,Blue,Hybrid,Automatic,4,194838,5857,Low
X1,2021,Asia,Grey,Petrol,Manual,4.2,65545,8066,High
i3,2014,Asia,Red,Diesel,Manual,2.6,116164,4770,Low
X3,2015,Asia,Black,Diesel,Manual,1.8,109616,8596,High
X6,2011,Asia,Black,Electric,Manual,4.2,136502,3422,Low
X6,2010,Asia,Black,Electric,Manual,2.8,69602,1948,Low
X1,2020,North America,Silver,Diesel,Automatic,4.9,69317,8070,High
5 Series,2010,South America,Silver,Diesel,Manual,3.9,113519,8988,High
3 Series,2011,Asia,White,Petrol,Manual,1.8,60268,8406,High
i3,2012,Asia,Blue,Hybrid,Manual,3,97811,9228,High
i8,2018,Asia,Silver,Hybrid,Manual,4.6,171596,2159,Low
5 Series,2014,Africa,Grey,Hybrid,Manual,4.4,58137,7680,High
i8,2016,North America,Grey,Hybrid,Automatic,3.8,95590,7955,High
X3,2022,North America,Silver,Hybrid,Manual,3.7,99765,7540,High
M5,2016,Asia,White,Diesel,Automatic,1.9,199152,8046,High
3 Series,2017,Asia,Red,Diesel,Automatic,4,191002,1354,Low
3 Series,2019,South America,Red,Hybrid,Automatic,4.5,145108,7665,High
7 Series,2020,Middle East,Silver,Electric,Manual,2.1,113077,8384,High
X1,2014,Asia,White,Petrol,Manual,3.5,45308,4507,Low
i3,2010,Africa,Grey,Diesel,Automatic,3.4,107892,6174,Low
i3,2011,Asia,Red,Petrol,Manual,4.3,81904,3066,Low
M5,2010,South America,White,Electric,Automatic,2.7,94343,4426,Low
X5,2017,North America,Silver,Diesel,Automatic,3.1,174528,9790,High
X6,2012,South America,Silver,Petrol,Automatic,3.1,76358,2445,Low
M5,2023,Africa,Blue,Diesel,Manual,5,31721,1745,Low
M5,2010,Asia,Grey,Hybrid,Manual,3.7,123133,3971,Low
7 Series,2024,Asia,Red,Petrol,Manual,1.6,115889,2081,Low
i8,2012,Europe,Silver,Petrol,Manual,2.7,155914,3089,Low
X1,2021,Asia,Silver,Diesel,Manual,3,124088,2648,Low
i3,2012,Europe,Blue,Diesel,Manual,4.6,128582,9759,High
M5,2013,Middle East,Grey,Hybrid,Manual,1.6,115442,6092,Low
M5,2016,Middle East,Red,Electric,Automatic,3.7,4575,9016,High
X6,2023,Europe,Black,Hybrid,Manual,3,118642,2441,Low
5 Series,2011,South America,White,Diesel,Manual,4.4,82880,6368,Low
X3,2016,Asia,Red,Electric,Manual,3.1,133097,2826,Low
X1,2023,Asia,White,Electric,Manual,4.1,43128,1016,Low
i8,2010,Europe,Blue,Diesel,Automatic,3.2,193406,7939,High
5 Series,2011,Asia,Red,Petrol,Automatic,3.2,162077,3738,Low
M5,2016,Middle East,White,Petrol,Manual,5,114945,6649,Low
i8,2021,North America,Black,Hybrid,Automatic,2,157862,6718,Low
M3,2016,Asia,Blue,Electric,Manual,3.8,15640,3836,Low
X5,2012,South America,Red,Diesel,Automatic,4.6,161921,2731,Low
M5,2020,Europe,Grey,Hybrid,Automatic,4.2,106665,9563,High
5 Series,2017,North America,Blue,Diesel,Automatic,3.7,154985,7652,High
5 Series,2013,South America,Red,Diesel,Automatic,2,22745,5664,Low
X1,2024,North America,Grey,Petrol,Manual,3,182647,1404,Low
i8,2024,South America,Blue,Diesel,Manual,4.2,29973,4646,Low
X6,2013,South America,Grey,Diesel,Manual,1.8,167512,9250,High
X5,2020,South America,White,Petrol,Automatic,4.1,85437,4972,Low
7 Series,2016,North America,Black,Petrol,Manual,1.8,15735,6011,Low
3 Series,2014,North America,Silver,Petrol,Manual,1.9,106586,427,Low
M5,2015,South America,Grey,Hybrid,Manual,3,55966,8692,High
